X,Y,objectid,data_year,portfolio_manager_id,philadelphia_building_id,street_address,property_name,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_sour_eui_kbtuft2,total_ghg_emissions_mtco2e,water_use_all_kgal,district_chilled_water,water_score,estar_certified,compliance_type,benchmarking_status,x_coord,y_coord
-75.1634763354216,39.9333339632728,179,2022,4972768,771179000,1148 WHARTON ST,Wharton Street Lofts,19147,1,1910,Multifamily Housing,69175,2001752.2,0,0,0,60,28.9,81,28.9,0,174.4,1550,0, ,No,Required Compliance,Complied,-75.16347122,39.93331939
-75.0522519524483,40.01704787385,180,2022,6031757,778771890,6201 KEYSTONE ST,Tacony Academy Charter School,19135-3701,1,2015,K-12 School,86492,147267.4,2488255.2,0,0,100,30.5,35,32.5,50.5,145,484.7,0, ,No,Required Compliance,Complied,-75.05224698,40.01703268
-75.247840560056,39.990257305547,181,2022,5027052,774579500,6050 OVERBROOK AVE,Overbrook Campus,19131,5,1891,College/University,84311,1943312.4,2148546.6,0,0,0,48.5,91.3,50.7,49.5,283.4,1371.9,0, ,No,Required Compliance,Complied,-75.24783504,39.99024283
-75.1635426341532,39.9485203281949,182,2022,4497378, ,1327 LOCUST ST,Interpark,19107,1,1950,Parking,100000,538173.7,0,0,0,0,5.4,15.1,5.4,73.8,46.9,38.6,0, ,No,Required Compliance,Complied,-75.16353747,39.94850571
-75.1528437241454,39.9730694729199,183,2022,20839670,886761105,1350 N 10TH ST,Harrison Plaza - Compliance,19122,29,1956,Multifamily Housing,318611,5020839.9,12251319.2,0,0,96,54.2,84.5,56.3,0,1088.2,431825.8,0, ,No,Required Compliance,Complied,-75.15283853,39.97305475
-75.1704305706191,39.8954607695425,184,2022,4222123,883813600,201 ROUSE BLVD,LT02276 - 201 Rouse Blvd,19112,1,2013,Office,82852,2644973.2,225542.7,0,0,87,34.6,92.2,35,73.3,242.4,465.1,0, ,Yes,Required Compliance,Complied,-75.17042552,39.89544631
-75.1688973158044,39.9556173449261,185,2022,1218039,883059004,1717 ARCH ST,Three Logan Square,19103,1,1990,Office,1218580,51915320.1,0,0,26207759.2,78,64.1,145.2,65.1,89.9,6263.1,13147.4,0, ,Yes,Required Compliance,Complied,-75.16889212,39.95560272
-75.1321465735171,39.9754276713187,186,2022,4926582,881130485,1601 E PALMER ST,Neumann Senior Housing,19125,1,2006,Multifamily Housing,99000,3596521,1522583.9,0,0,28,51.7,117.9,53.3,28.3,394.2,259.6,0, ,No,Required Compliance,Complied,-75.13214144,39.97541288
-75.0140887611619,40.069755024489,187,2022,4925757,881193500,9601 ASHTON RD,Victoria Woods,19114,15,1971,Multifamily Housing,256300,8248557.8,6281803.8,0,0,49,56.7,115.8,59.2,82.8,1052.3,14310.5,0, ,No,Required Compliance,Complied,-75.01408394,40.06973958
-75.1776628216848,39.9574544406589,188,2022,4992126,888083961,2301 CHERRY ST,River's Edge Condos,19103,1,1982,Multifamily Housing,240000,5910948.8,3322496,0,0,86,38.5,83.5,38.8,77.9,691.4,6880.6,0, ,No,Required Compliance,Complied,-75.17765759,39.95743983
-75.2134804490522,39.9380715219758,189,2022,3859685,884100500,5000 PASCHALL AVE,5000 PASCHALL AVENUE ASSOCIATES,19143,1,1940,Manufacturing/Industrial Plant,110000,1810407.2,4400934.2,0,0,0,56.5,88.1,60,90,391.5,3280.2,0, ,No,Required Compliance,Complied,-75.21347514,39.93805704
-75.1883047012746,39.9813001702997,190,2022,4124432,782845201,1601 S 33RD ST,Audenried,19121,1,2008,K-12 School,211515,7987608,4699074,0,0,0,60,129.1,60.7,193.8,945.5,449.5,0, ,No,Required Compliance,Complied,-75.19863521,39.93373837
-75.1506153788291,39.9056282297215,191,2022,3790320,884149000,3333 S FRONT ST,Procacci Brothers Sales Corp.,19148,1,1958,Refrigerated Warehouse,315000,24030978.7,5295557.8,0,0,28,93.1,231.3,93.8,60.3,2374.9,1810.8,0, ,No,Required Compliance,Complied,-75.1507845,39.90568065
-75.0913744129299,39.9974878843702,192,2022,3681479,882125402,3800 ARAMINGO AVE,lowes 2732,19137,1,2009,Retail Store,118008,4167502.1,3203349,0,0,89,52.6,107.3,54.3,126.6,533.2,978.6,0, ,No,Required Compliance,Complied,-75.09136932,39.99747288
-75.2049282464299,39.9687107184734,193,2022,19398390,881822370,4035 PARRISH ST,Sarah Allen Senior Homes,19104,0,1997,Multifamily Housing,78214,2629133.7,3999998.5,0,0,5,130,226.7,0,16.7,441.5,0,0, ,No,Required Compliance,Complied,-75.2049229,39.96869615
-75.2144335391479,39.936050870648,194,2022,4479934,884217500,5213 GRAYS AVE,Greys and Grays LLC,19143,1,1940,Non-Refrigerated Warehouse,180000,2260863.2,471672,0,0,66,15.2,37.9,15.4,13.7,222,192.3,0, ,No,Required Compliance,Complied,-75.21442824,39.9360364
-75.1574263362661,39.9668635448738,195,2022,11620054,"881041752; 881041753",1221 FAIRMOUNT AVE,1221 Fairmount Avenue,19123,1,1979,Multifamily Housing,119128,3805550.3,5129998.4,0,0,45,75,134.7,0,78,604,0,0, ,No,Required Compliance,Complied,-75.15742115,39.96684885
-75.1592611198507,39.9521402427393,196,2022,21647391,"883705100;875100730;882020890;883705120",1113 Market Street,Reading Terminal Headhouse,19107,1,1983,Enclosed Mall,262000,13558503.2,0,0,9109742.9,0,86.5,186.7,85.5,54.3,1786.1,10463.7,0, ,No,Required Compliance,Complied,-75.15925596,39.9521256
-75.1319739559743,39.9757728959719,197,2022,5050131,886652800,1741 FRANKFORD AVE,Neumann North,19125,1,1990,Multifamily Housing,181599,4337716.5,1198440,0,0,82,30.5,73.8,30.5,22.8,441.6,3391.7,0, ,No,Required Compliance,Complied,-75.13196882,39.9757581
-75.1897458187158,40.0495879416923,198,2022,5889781,886761430,6733 EMLEN ST,Emlen Arms: 6733 Emlen Street,19119,1,1996,Multifamily Housing,101844,2806405.5,7914951.1,0,0,31,105.3,158.8,0,129.5,664.9,63530.3,0, ,No,Required Compliance,Complied,-75.18974057,40.04957311
-75.211383015206,39.9630487739794,199,2022,11696355,881445700,4401 HAVERFORD AVE,4401 Haverford Avenue,19104,1,1971,Senior Care Community,93877,3769577.6,9747000.2,0,0,30,144,221.5,0,19,846.1,0,0, ,No,Required Compliance,Complied,-75.21137766,39.96303424
-75.1681656269435,40.0050544145045,200,2022,3639777,776545000,2300 W WESTMORELAND ST,The Arc of Philadelphia,19140,2,1940,Other,70000,3367,3001900,0,0,0,42.9,45.2,47.1,62.6,159.7,328.1,0, ,No,Required Compliance,Complied,-75.16816033,40.00503965
-75.0659884806226,40.0668574871918,201,2022,3773538, ,1330 RHAWN ST,Tacony Academy Charter School,19111,1,1978,K-12 School,52500,3225.6,2317787,0,0,99,44.2,46.5,48,21.2,123.4,1364.4,0, ,No,Required Compliance,Complied,-75.06598354,40.06684221
-75.164420915883,40.0410498864697,202,2022,20470840,881057500,557 CHURCH LN,Church Lane Portfolio LLC - 557 E Church Lane,19144,0,1941,Multifamily Housing,56184,733238.8,2142092.7,0,0,90,51.2,76.6,53.7,26.6,177.7,0,0, ,No,Required Compliance,Complied,-75.16441571,40.041035
-75.2014472214117,39.9585080651692,203,2022,5097707,774737900,55 N 40TH ST,Center Post Apartments,19104,1,1940,Multifamily Housing,67473,1749883.4,868981.6,0,0,94,38.8,86.1,37.6,74.4,198.6,6787.3,0, ,No,Required Compliance,Complied,-75.20144191,39.95849352
-75.1815711299522,39.9252874812805,204,2022,3751826,773235000/2,2100 S 21ST ST,St. Edmond Church,19145,1,1936,Worship Facility,85086,302060.9,2449460.8,0,0,72,32.3,40.2,34.8,140.5,156.4,104.8,0, ,No,Required Compliance,Complied,-75.18156597,39.92527296
-74.9724537783358,40.1016016250696,205,2022,3788380,778144000,12645 DUNKS FERRY RD,OUR LADY OF VICTORY HALL,19154,0,1996,Other - Education,11869,153598.9,457777.1,0,0,0,51.5,76.7,54.9,121.9,37.7,20.8,0, ,No,Voluntary Compliance,Voluntarily Complied,-74.9730774,40.10278903
-75.1757746644715,40.0214538445428,206,2022,5950777,881060000,5115 WISSAHICKON AVE,Birchwood Hill Apts,19144,4,1966,Multifamily Housing,65340,1042474.5,4927873.5,0,0,43,91.4,123.9,95.5,141.4,352.6,4584.8,0, ,No,Required Compliance,Complied,-75.17576938,40.02143905
-75.1297035566762,40.0200973757417,207,2022,3694570,884351660,4529 N 3RD ST,Courtland Shop,19140,1,1952,Other - Public Services,53000,288043.7,8128003.9,0,0,0,158.8,176.2,175.1,33.3,456.8,291.3,0, ,No,Required Compliance,Complied,-75.12969839,40.02008243
-75.1862223626436,40.0350991164497,208,2022,5027972,881211800,6134 WAYNE AVE,"Tulpehocken Apartments, Inc.",19144,1,1929,Multifamily Housing,57353,200749,4033219.9,0,0,0,73.8,83.6,79.9,71.2,232.3,928.5,0, ,No,Required Compliance,Complied,-75.18592702,40.03546527
-75.1521893250156,39.9810531673586,209,2022,3965855,777568800,1114 W. POLETT WALK,ANDERSON,19122,1,2000,College/University,231660,7602956.2,418,0,18925150.2,0,126.8,199.7,125.5,203.6,2099.4,1210.2,3422543.9, ,No,Required Compliance,Complied,-75.15261312,39.98150887
-75.1521845972229,39.9810803765396,210,2022,3983811,777568800,1115 W. POLETT WALK,GLADFELTER,19122,1,2000,College/University,181566,2587064,233,0,12332407.7,0,108.8,143,109.4,207.8,1366.4,457.4,6113405.9, ,No,Required Compliance,Complied,-75.15261312,39.98150887
-75.1547091276704,39.9829774061223,211,2022,3965450,777570800,2001-59 N 13TH ST,ANNENBERG and TOMLINSON THEATER,19122,1,2000,College/University,120576,6539002.5,38,0,2682356.8,0,81.5,190.3,81,374.2,747.8,76.7,0, ,No,Required Compliance,Complied,-75.15379203,39.98354649
,,212,2022,1516994,883002510,170 S INDEPENDENCE W ML,Curtis Center,19106,0,1910,Office,1141839,37800422,34899357.1,0,0,50,77.2,151.2,79.7,354.2,5146.9,21349.3,0, ,No,Required Compliance,Complied,-75.1510479,39.94807182
-75.1578230444403,39.9790865293339,213,2022,3957996,777507000,1723-29 N BROAD ST,KLEIN,19122,1,2000,College/University,210819,6152474,871,0,5621125.1,0,73.1,126.6,71.4,355.4,1139.1,576.6,4360208.6, ,No,Required Compliance,Complied,-75.15693019,39.97969544
-75.1589980700937,39.948686450159,214,2022,3641728,771020500,1100-04 WALNUT ST,Medical Office Building,19107-5563,1,1985,Medical Office,82972,8812029.1,796432.5,0,668189.4,38,123.9,317.1,122.8,176.7,854.4,2751.3,0, ,No,Required Compliance,Complied,-75.15925455,39.94845273
-75.1574427303306,39.9485253483427,215,2022,3635906,771020000,1001-41 WALNUT ST,Main Building,19107-5244,1,1906,Hospital (General Medical & Surgical),169807,22061664.4,1348.5,0,19303310.5,28,243.6,500.5,240.9,289.9,3203.8,12774.1,0, ,No,Required Compliance,Complied,-75.15809633,39.94897026
-75.1574427303306,39.9485253483427,216,2022,3632497,771020000,1001-41 WALNUT ST,Thompson Building,19107-5004,1,1925,Hospital (General Medical & Surgical),171219,14363636.3,129306.1,0,12869516.7,95,159.8,326.1,164.4,229.1,2112.8,0,0, ,No,Required Compliance,Complied,-75.15809633,39.94897026
-75.1678165118061,39.9497831618858,217,2022,5021678,881012260,1616-26 WALNUT ST,Icon 1616,19103,1,1929,Multifamily Housing,274265,9352998.3,22400,0,1365412.8,0,39.2,101.6,40.3,440.9,906.7,6336,0, ,No,Required Compliance,Complied,-75.16847622,39.94957792
-75.1521530357085,40.0052058497386,218,2022,3995355,777531100,3432-52 N BROAD ST,KRESGE SCIENCE HALL,19140,1,2000,College/University,129260,6638097.2,1179,0,23860145.1,0,290.8,418.1,294.2,513.1,2506.3,8312,6519802.3, ,No,Required Compliance,Complied,-75.15232222,40.00589249
,,219,2022,3966440,777570200,1210 W. BERKS,PALEY,19122,1,2000,College/University,184644,6730139.3,5322,0,7089721.7,0,126.3,190.4,124.9,448.9,1632.8,629.1,10919344.7, ,No,Required Compliance,Complied,-75.15444754,39.98059592
-75.0975732789321,39.9854129988174,220,2022,4124433,786456000,3350 RICHMOND ST,Amy at Martin,19134,1,1899,K-12 School,62251,536078.8,4494041.7,0,0,39,80.8,99.9,88.3,90.8,285.4,329.2,0, ,No,Required Compliance,Complied,-75.09756821,39.98539806
-75.0628165743962,40.0672932588594,221,2022,5029250, ,8020 ALGON AVE,8020 Algon,19152,1,1964,Multifamily Housing,50840,716943.1,1610283.9,0,0,95,45.8,72.7,47.4,83.3,150,0,0, ,No,Required Compliance,Complied,-75.06281164,40.06727797
-75.1812063907148,39.9377616741224,222,2022,4138565,886650200,1201 S 23RD ST,The Landreth,19146,1,1930,Multifamily Housing,66619,1412100.6,190355.5,0,0,93,24.1,62.4,24.3,143.5,133.1,3762.8,0, ,No,Required Compliance,Complied,-75.1812012,39.93774712
-75.107786136604,39.9947424989139,223,2022,3989970,884202501,3300 FRANKFORD AVE,Frankford,19134,1,2007,Self-Storage Facility,63000,449625.2,36244.2,0,0,0,7.7,20.6,7.5,62.5,41.1,20.7,0, ,No,Required Compliance,Complied,-75.10778101,39.99472756
-75.0236970885839,40.0790780852981,224,2022,3782942,884286000,2501 GRANT AVE,2501 Grant Ave,19114,1,1960,Non-Refrigerated Warehouse,121200,707196.4,1084033.9,0,0,87,14.8,25.7,15.8,126.5,119.2,114.6,0, ,No,Required Compliance,Complied,-75.02369225,40.07906265
-75.0276114174863,40.0294516897927,225,2022,3839691,884255450,7500 STATE RD,Gershel Brothers,19136,1,1940,Manufacturing/Industrial Plant,102000,417402.9,397594.8,0,0,0,8,15.6,8.3,112.7,57.5,1117.8,0, ,No,Required Compliance,Complied,-75.02729253,40.02914865
-75.1480424461918,40.058941162935,226,2022,3330969,784552600,6801 N 19TH ST,Rowen,19126,1,1938,K-12 School,56400,751861.2,165966,5589966,0,16,115.4,140.5,115.4,142.5,489.1,1318.4,0, ,No,Required Compliance,Complied,-75.14803732,40.05892617
-75.2398206885758,39.9273032916849,227,2022,3330784,783094200,6600 CHESTER AVE,Catherine,19142,1,1937,K-12 School,57500,735038.3,5079775.1,0,0,37,101.1,128.6,112.5,111,333.8,719.1,0, ,No,Required Compliance,Complied,-75.23981532,39.92728889
-75.0874397310009,40.0148034247839,228,2022,3330751,786487800,1501 SELLERS ST,Marshall J,19124,1,1909,K-12 School,58450,576317.2,92324,2207351.5,0,72,49.2,67.4,53,153.1,218.9,61.3,0, ,No,Required Compliance,Complied,-75.08743467,40.01478835
-75.0247717645044,40.0433165338848,229,2022,4123957,786152400,8118 FRANKFORD AVE,Brown JH,19136,1,1937,K-12 School,54623,707023.7,4792664.1,0,0,20,100.7,128.4,113.1,74.1,316.2,338.3,0, ,No,Required Compliance,Complied,-75.0247669,40.04330119
-75.241550968129,39.921208053126,230,2022,5027740,881450720,2125 S 70TH ST,Paschall Senior Housing,19142,1,2009,Multifamily Housing,53310,523537.3,882873,0,0,100,26.4,44.9,27.6,121.9,92.5,1324.8,0, ,No,Required Compliance,Complied,-75.2415456,39.92119367
-75.0979645737568,40.0062161565079,231,2022,3962326, ,1509 E ERIE AVE,castor,19124,1,1945,Retail Store,60000,841672.2,904419,0,0,96,29.1,55.1,30.1,114.5,123.7,33.7,0, ,No,Required Compliance,Complied,-75.09795947,40.00620115
-75.1142648528962,39.9995068781697,232,2022,3330906,786350400,800 E ONTARIO ST,Sheridan,19134,1,1900,K-12 School,64767,994933.1,7612723.1,0,0,3,132.9,166.4,148.4,115.6,491,582.1,0, ,No,Required Compliance,Complied,-75.11425969,39.99949194
-75.14831546022,39.9935426281863,233,2022,3569581,881134805,1007 W LEHIGH AVE,1007-15 W. LEHIGH AVENUE,19133,1,1940,Residence Hall/Dormitory,60000,1502900.7,1815609.9,0,0,84,55.3,101.9,57.5,113.7,227.4,3017.6,0, ,No,Required Compliance,Complied,-75.14831023,39.99352782
-75.156079782727,39.9299133872962,234,2022,3330838,781082800,626 DICKINSON ST,Kirkbride,19147,1,1926,K-12 School,57000,775656.8,91957,4125330.8,0,24,87.6,112.9,95.7,155.2,378.6,864.5,0, ,No,Required Compliance,Complied,-75.15607469,39.9298988
-74.9730820382546,40.1028045813321,235,2022,3767538,778144000,12656 DUNKS FERRY RD,ST. ANSELM PARISH AND SCHOOL,19154,4,1963,K-12 School,78110,766638.5,2832626.2,0,0,85,46.1,65.6,49.3,120.6,217.2,437,0, ,No,Required Compliance,Complied,-74.9730774,40.10278903
-75.1826873051285,39.9724204974209,236,2022,5036239,888152826,870 N 28TH ST,Brewery Condominiums- Brewery House,19130,1,1900,Multifamily Housing,51000,737473.1,1043236.8,0,0,83,34.9,62,36.2,0,119.7,1309.1,0, ,No,Required Compliance,Complied,-75.18268202,39.97240586
-75.1507578802026,39.9396613368648,237,2022,3330824,781485800,713 S 05TH ST,Meredith,19147,1,1930,K-12 School,55437,1088472.4,4647812,0,0,15,103.5,143,113.1,29.7,341.7,594.6,0, ,No,Required Compliance,Complied,-75.15075279,39.93964671
-75.213124303863,40.0309662851065,238,2022,3330927,"784,378,200,784,378,000",5950 RIDGE AVE,Levering Amy Northwest,19128,1,1929,K-12 School,69475,930425.8,79999,7275884.7,0,5,119.3,144.5,130.5,101.9,625.2,635.8,0, ,No,Required Compliance,Complied,-75.21311895,40.03095159
-75.1779091598918,40.0543826097062,239,2022,3330921,784061400,6501 CHEW AVE,Emlen,19119,1,1926,K-12 School,74500,810308,7654330.9,0,0,17,113.6,138.3,124.2,111.9,477.2,3858.7,0, ,No,Required Compliance,Complied,-75.17790395,40.05436773
-75.1539766251525,39.9368723947022,240,2022,3330839,781042400,601 CARPENTER ST,Nebinger,19147,1,1925,K-12 School,59000,961496.5,142549,3940935,0,29,85.5,115.6,85.5,65.8,383.8,1325.8,0, ,No,Required Compliance,Complied,-75.15397153,39.93685778
-75.1767824163299,39.9142423713881,241,2022,4123951,782008600,1700 BIGLER ST,Bregy,19145,1,1923,K-12 School,66000,890946.9,5308213.4,0,0,24,93.9,122.2,101.8,155.3,359.6,594.1,0, ,No,Required Compliance,Complied,-75.1767773,39.91422788
-75.1892262793326,40.0367626616063,242,2022,3330938,784473400,6340 WAYNE AVE,Lingelbach,19144,1,1956,K-12 School,64963,822536.3,4463120.9,0,0,25,81.4,107.6,88,65.8,308.7,2031.1,0, ,No,Required Compliance,Complied,-75.189221,40.03674787
-75.1198519040434,40.0202410786834,243,2022,4123953,785531800,330 E WYOMING AVE,Barton,19120,1,1925,K-12 School,72200,1093197,63968,14123183,0,1,211.6,240.9,225.3,93.8,1146.7,685.6,0, ,No,Required Compliance,Complied,-75.11984677,40.0202261
-75.1554126423737,39.9170521012344,244,2022,3330842,781490600,2501 S 05TH ST,Taggart,19148,1,1916,K-12 School,66000,984056.3,365013,7456181.1,0,13,133.4,161.7,145.5,49.4,658.4,793.5,0, ,No,Required Compliance,Complied,-75.15540759,39.91703756
-75.0465939776661,40.028384348278,245,2022,3330760,786081400,6801 COTTAGE ST,Disston,19135,1,1923,K-12 School,67842,983362.6,225836,5617856,0,15,100.6,127.7,112.1,151.6,514.6,742.9,0, ,No,Required Compliance,Complied,-75.04658904,40.02836911
-75.1979058092495,39.934924596231,246,2022,4126297,782843800,1500 S 32ND ST,Alcorn,19146,1,1932,K-12 School,63000,1343149.2,11468365.9,0,0,1,203.4,250.8,219.2,95,726.2,388.8,0, ,No,Required Compliance,Complied,-75.19790057,39.93491009
-74.9959185451998,40.1130153124492,247,2022,3959886,778495000,2190 HORNIG RD,Finishing Trades Institute,19116,1,1988,Adult Education,78000,726128.2,1220358.2,0,0,0,25,42.5,27,145.6,128.1,155.1,0, ,No,Required Compliance,Complied,-74.9959138,40.11299972
-75.1185921268515,40.0435790580158,248,2022,3330748,785202400,6101 N FRONT ST,Finletter,19120,1,1930,K-12 School,62760,1026660.6,1843338.1,5431749.2,0,3,132.3,164.1,141.5,112.1,590.4,1164.3,0, ,No,Required Compliance,Complied,-75.11858704,40.04356402
-75.1744593345624,39.9192461946193,249,2022,3877243, ,2500 S 16TH ST,St. Monica Sr. School,19145,1,1971,Other - Education,53616,576031.6,578323.3,0,0,0,21.5,41.4,23.2,49.8,80.9,111.2,0, ,No,Required Compliance,Complied,-75.17445421,39.91923168
-75.2034359809848,40.0749947897028,250,2022,3498652,784167600,8317 GERMANTOWN AVE,Jenks John,19118,1,1924,K-12 School,54000,969530,40988,4351002.1,0,9,99.3,132.4,108.4,85.9,409.5,474.7,0, ,No,Required Compliance,Complied,-75.20343077,40.07497993
-75.0669416233196,40.0157739821618,251,2022,3330964,786112400,5300 DITMAN ST,Sullivan,19124,1,1929,K-12 School,65000,758996,147064,4283009.4,0,41,79.8,101.6,80.1,142.8,391.8,461.6,0, ,No,Required Compliance,Complied,-75.06693662,40.01575884
-75.1668024243349,40.0333094019574,252,2022,3330937,785046000,67 E BRINGHURST ST,Wister,19144,1,1958,K-12 School,93715,1647863.6,0,0,0,94,17.6,49.2,16.7,122.6,143.6,1285.4,0, ,No,Required Compliance,Complied,-75.16679719,40.03329455
-75.163063735878,40.0095404279812,253,2022,3111183,886650801,2101 W VENANGO ST,Ray Homes,19140,1,2011,Multifamily Housing,39155,1017546.8,481631,0,0,0,38.3,85.7,38.7,131.7,114.2,3352.4,0, ,No,Voluntary Compliance,Voluntarily Complied,-75.16305846,40.00952563
-75.1732636419118,40.0540601294426,254,2022,4457812, ,900 E JOHNSON ST,Gro Marr Apartments,19138,6,1970,Multifamily Housing,55641,216339.3,2673389,0,0,99,51.9,61.3,56.1,83.8,161.4,3107.7,0, ,No,Required Compliance,Complied,-75.17325844,40.05404523
-75.1884932903949,40.0422785483794,255,2022,5016272,881103000,6445 GREENE ST,Vernon House Apartments,19119,1,1929,Multifamily Housing,91200,950858.9,4327390.7,0,0,62,57.9,79,61.5,92.2,315.3,1471.8,0, ,No,Required Compliance,Complied,-75.18848803,40.04226374
-75.1384691256453,40.0068240959541,256,2022,3330965,785405400,3630 N RANDOLPH ST,Taylor,19140,1,1908,K-12 School,56600,1236841.5,76882,4300949.4,0,21,99.2,139.4,106,128.5,431,694.2,0, ,No,Required Compliance,Complied,-75.13846391,40.00680922
-74.9969400503401,40.0455894373902,257,2022,5853368, ,9130 STATE RD,Clear Channel Outdoor,19136,1,1980,Office,53814,941490.2,108781.8,0,0,95,19.5,51.1,19,89.7,90.4,56.1,0, ,No,Required Compliance,Complied,-74.99693526,40.04557401
-75.2386928336499,40.0513225016413,258,2022,3330933,212381330,529 SHAWMONT AVE,Shawmont,19128,1,1929,K-12 School,83510,1140761.6,5379522.8,0,0,23,78.1,105.9,84.4,94.8,385.1,2174.6,0, ,No,Required Compliance,Complied,-75.23868747,40.05130783
-75.1594216196801,39.9604122923759,259,2022,5216880,888057285,429 N 13TH ST,429 N. 13th Street,19123,1,1900,Multifamily Housing,60120,960321,652638.6,0,0,100,26.8,56.1,27.5,136.4,118.3,701.7,0, ,No,Required Compliance,Complied,-75.15941644,39.96039763
-74.9881172602836,40.1088813501636,260,2022,6873406, ,12285 MC NULTY RD,Onyx Glentov,19154,1,1990,Non-Refrigerated Warehouse,75000,1023585,2185419,0,0,96,42.8,68.8,44.9,128.3,205.3,370.7,0, ,No,Required Compliance,Complied,-74.98811255,40.10886577
-75.2436562968219,39.9529907335396,261,2022,4124426,783087800,6001 CEDAR AVE,Bryant,19143,1,1904,K-12 School,94235,1125850.8,5842073.1,0,0,44,73.9,98.5,80.4,182.7,408.4,888.7,0, ,No,Required Compliance,Complied,-75.24365086,39.9529763
-75.1599154324203,39.9259787352245,262,2022,3330841,781609000,1821 S 09TH ST,Southwark,19148,1,1909,K-12 School,138000,1455749.6,9051538.1,0,0,48,76.1,98.4,82.4,194.4,607.6,1587.9,0, ,No,Required Compliance,Complied,-75.15991035,39.92596417
-75.1947684477677,40.0487097668587,263,2022,4457814, ,6907 MC CALLUM ST,Sedgwick Gardens INC,19119,1,1939,Multifamily Housing,48993,1473508.7,1737570.3,0,0,55,65.5,121.5,67.7,99.7,224.7,1714,0, ,No,Voluntary Compliance,Voluntarily Complied,-75.19476318,40.04869496
-75.2343466153122,40.0437535822438,264,2022,5013003,881079800,450 DOMINO LN,Metropolitan Manayunk Hill,19128,2,1963,Multifamily Housing,72900,1095252,2806555.2,0,0,88,53.5,82.5,55.5,121.5,244.5,2479.4,0, ,No,Required Compliance,Complied,-75.23434125,40.04373891
-75.2262214741285,39.9950689090776,265,2022,5013100,881155500,5000 WOODBINE AVE,Metropolitan Wynnefield,19131,1,1953,Multifamily Housing,59540,1092808,4828592.8,0,0,18,99.5,136.5,106.2,60.6,351.7,4015,0, ,No,Required Compliance,Complied,-75.22621601,39.99505436
-75.1541470807075,40.0055640963255,266,2022,3330858,785657200,3400 N 15TH ST,Kenderton,19140,1,1962,K-12 School,91008,1282237.8,166519,4227216.2,0,58,62.4,88.3,62.2,177.4,434.3,1321.8,0, ,No,Required Compliance,Complied,-75.15414182,40.00554928
-75.2670051629261,39.9757028582213,267,2022,4385174,783600400,7501 WOODBINE AVE,Lamberton,19151,1,1949,K-12 School,110193,1904350.1,1557425.1,4001227.3,0,62,67.7,99.9,71.8,93,545.6,2080,0, ,No,Required Compliance,Complied,-75.26699968,39.97568836
-75.1640322977586,39.9125307821102,268,2022,3859497,771251500,2901 S 10TH ST,Stella Maris Church and School,19148,2,1954,K-12 School,69630,1370374.9,893586.3,0,0,86,32.5,68.6,31.9,151.8,166.9,447,0, ,No,Required Compliance,Complied,-75.16402723,39.91251627
-75.2421673289094,39.9864873005538,269,2022,4126298,783288200,5901 MALVERN AVE,Beeber,19131,1,1933,K-12 School,139000,1776228.2,503914,10345529.2,0,19,90.8,114.8,96.5,147.2,949.2,374.7,0, ,No,Required Compliance,Complied,-75.24216184,39.98647282
-75.0524196731111,40.0665869298037,270,2022,3330767,786066400,8300 CASTOR AVE,Farrell,19152,1,1958,K-12 School,66382,1944593,1608001,2653409,0,9,84,132.8,88.2,103.5,451.7,578.1,0, ,No,Required Compliance,Complied,-75.05241476,40.06657161
-75.1275540722344,39.9866219530846,271,2022,4123955,786491000,1900 E SERGEANT ST,Brown HA,19125,1,1959,K-12 School,67795,1298388.1,2353921,0,0,47,53.9,90.1,57.3,109.3,238.1,542.6,0, ,No,Required Compliance,Complied,-75.12754892,39.98660711
-75.0039733856081,40.1080307752877,272,2022,4102725,884236000,2100 BYBERRY RD,2100 Byberry Road,19116,1,1954,Non-Refrigerated Warehouse,130500,1111298.6,1506076.7,0,0,78,20.1,36,21.4,234.1,176.8,73,0, ,No,Required Compliance,Complied,-75.00396861,40.10801521
-75.1404945804184,39.9733824205808,273,2022,3681050,884588700,1400 N AMERICAN ST,Crane Arts LLC,19122,1,1905,Office,110000,1316358.8,1114640,0,0,100,22.1,39.3,23,223.5,148.3,258.3,0, ,No,Required Compliance,Complied,-75.14048943,39.97336766
-75.0942563372216,39.9956726393389,274,2022,3800031,884193500,2345 CASTOR AVE,25765-Philadelphia/Castor Ave OC,19134,1,2000,Non-Refrigerated Warehouse,104450,2017351.5,771600,0,0,0,26.7,61.8,27.2,171.4,216.7,26.2,0, ,No,Required Compliance,Complied,-75.09425125,39.99565765
-74.9905510256783,40.0872496563661,275,2022,3707270,884282500,10901 DUTTON RD,DUTTON ROAD ASSOC.,19154,1,1975,Other,96000,1174583.7,2366920.6,0,0,0,36.9,60.1,38.2,91.9,228.1,728.4,0, ,No,Required Compliance,Complied,-74.99054629,40.08723413
